Sample,X(ms) [09.01.2024 17:42:59 700 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
67,1704822179831.657528,0,0,14.0769672393799,2,2.00999999046326
68,1704822180131.617945,0,0,14.0769672393799,2,2.00999999046326
69,1704822180431.616634,0,0,14.0769672393799,2,2.00999999046326
70,1704822180731.632012,0,0,14.0769672393799,2,2.00999999046326
71,1704822181031.611474,0,0,14.0769672393799,2,2.00999999046326
72,1704822181331.617581,0,0,14.0769672393799,2,2.00999999046326
73,1704822181631.625083,0,0,14.0769672393799,2,2.00999999046326
74,1704822181931.653759,0,30,14.0769672393799,2,2.00999999046326
75,1704822182231.631728,0,30,14.0769672393799,2,2.00999999046326
76,1704822182531.609968,30.7133693695068,30,14.08203125,2,2.00999999046326
77,1704822182831.634372,30.7133693695068,30,14.08203125,2,2
78,1704822183131.612039,30.7133693695068,30,14.08203125,2,2
79,1704822183431.618474,31.5053634643555,30,14.08203125,2,2.00999999046326
80,1704822183731.609128,31.5053634643555,30,14.08203125,2,2.00999999046326
81,1704822184031.616008,31.5053634643555,30,14.08203125,2,2.00999999046326
82,1704822184331.694394,32.2998046875,30,14.08203125,2,2.00999999046326
83,1704822184631.636479,32.2998046875,30,14.08203125,2,2.00999999046326
84,1704822184931.639212,32.2998046875,30,14.08203125,2,2.00999999046326
85,1704822185231.616892,32.2998046875,30,14.08203125,2,2.00999999046326
86,1704822185531.618488,33.0954666137695,30,14.08203125,2,2.00999999046326
87,1704822185831.638452,33.0954666137695,30,14.08203125,2,2.00999999046326
88,1704822186131.619252,33.0954666137695,30,14.08203125,2,2.00999999046326
89,1704822186431.637888,33.8905181884766,30,14.08203125,2,2.01999998092651
90,1704822186731.613572,33.8905181884766,30,14.0870952606201,2,2.00999999046326
91,1704822187031.612545,33.8905181884766,30,14.0870952606201,2,2.00999999046326
92,1704822187331.614114,34.6811485290527,30,14.097222328186,2,2.00999999046326
93,1704822187631.620719,34.6811485290527,30,14.1022853851318,2,2.00999999046326
94,1704822187931.630754,34.6811485290527,30,14.122540473938,2,2.01999998092651
95,1704822188231.639652,34.6811485290527,30,14.137731552124,2,2.01999998092651
96,1704822188531.612945,35.450008392334,30,14.1579866409302,2,2.01999998092651
97,1704822188831.614648,35.450008392334,30,14.1883678436279,2,2.00999999046326
98,1704822189131.615905,35.450008392334,30,14.21875,2,2.00999999046326
99,1704822189431.632856,36.1640319824219,30,14.2845773696899,2,2.00999999046326
100,1704822189731.643012,36.1640319824219,30,14.3352146148682,2,2.00999999046326
101,1704822190031.662354,36.1640319824219,30,14.395977973938,2,2.00999999046326
102,1704822190331.625448,36.7854347229004,30,14.4618053436279,2,2.00999999046326
103,1704822190631.615568,36.7854347229004,30,14.5833330154419,2,2.00999999046326
104,1704822190931.616132,36.7854347229004,30,14.6795425415039,2,2.01999998092651
105,1704822191231.616848,36.7854347229004,30,14.780816078186,2,2.01999998092651
106,1704822191531.631848,37.2799797058105,30,14.8922166824341,2,2.01999998092651
107,1704822191831.612781,37.2799797058105,30,15.023871421814,2,2.01999998092651
108,1704822192131.628145,37.2799797058105,30,15.2365446090698,2,2.01999998092651
109,1704822192431.612599,37.6106872558594,30,15.3884553909302,2,2.02999997138977
110,1704822192731.613212,37.6106872558594,30,15.5555553436279,2,2.02999997138977
111,1704822193031.616692,37.6106872558594,30,15.7277202606201,2,2.02999997138977
112,1704822193331.612559,37.7615661621094,30,16.0112857818604,2,2.02999997138977
113,1704822193631.617834,37.7615661621094,30,16.2037029266357,2,2.02999997138977
114,1704822193931.613692,37.7615661621094,30,16.40625,2,2.01999998092651
115,1704822194231.616608,37.7615661621094,30,16.6087970733643,2,2.01999998092651
116,1704822194531.637079,37.7489013671875,30,16.81640625,2,2.01999998092651
117,1704822194831.632421,37.7489013671875,30,17.1303520202637,2,2.01999998092651
118,1704822195131.651114,37.7489013671875,30,17.337963104248,2,2.00999999046326
119,1704822195431.644168,37.6342010498047,30,17.5405082702637,2,2.01999998092651
120,1704822195731.624688,37.6342010498047,30,17.7430553436279,2,2.01999998092651
121,1704822196031.636168,37.6342010498047,30,18.0519390106201,2,2.01999998092651
122,1704822196331.625234,37.4850082397461,30,18.2494201660156,2,2.01999998092651
123,1704822196631.626861,37.4850082397461,30,18.4519672393799,2,2.00999999046326
124,1704822196931.645994,37.4850082397461,30,18.6595764160156,2,2.00999999046326
125,1704822197231.617688,37.4850082397461,30,18.8671875,2,2.00999999046326
126,1704822197531.631928,37.2991561889648,30,19.1912631988525,2,2
127,1704822197831.647336,37.2991561889648,30,19.4089984893799,2,2
128,1704822198131.626314,37.2991561889648,30,19.631799697876,2,2
129,1704822198431.625225,37.0407562255859,30,19.8596649169922,2,2
130,1704822198731.671096,37.0407562255859,30,20.209056854248,2,2
131,1704822199031.654981,37.0407562255859,30,20.4470481872559,2,2
132,1704822199331.653434,36.6815528869629,30,20.6850395202637,2,1.99000000953674
133,1704822199631.608834,36.6815528869629,30,20.9230327606201,2,1.99000000953674
134,1704822199931.609039,36.6815528869629,30,21.1610240936279,2,1.99000000953674
135,1704822200231.613772,36.6815528869629,30,21.520544052124,2,1.99000000953674
136,1704822200531.615505,36.2481536865234,30,21.7585353851318,2,1.9799998998642
137,1704822200831.615354,36.2481536865234,30,22.0066547393799,2,1.9799998998642
138,1704822201131.609088,36.2481536865234,30,22.2497100830078,2,1.9799998998642
