Sample,X(ms) [05.01.2024 13:48:30 205 UTC],"firstHeater[%Q0.5]","secondHeater[%Q0.6]","thirdHeater[%Q0.7]"
26102,1704462737664.020814,1,1,1
26103,1704462737674.020808,0,0,0
26104,1704462737684.026012,0,0,0
26105,1704462737694.089646,0,0,0
26106,1704462737704.142799,0,0,0
26107,1704462737714.198328,0,0,0
26108,1704462737724.063919,0,0,0
26109,1704462737734.139335,0,0,0
26110,1704462737744.192298,0,0,0
26111,1704462737754.025609,0,0,0
26112,1704462737764.022017,0,0,0
26113,1704462737774.027210,0,0,0
26114,1704462737784.023668,0,0,0
26115,1704462737794.321641,0,0,0
26116,1704462737804.081895,0,0,0
26117,1704462737814.142563,0,0,0
26118,1704462737824.085320,0,0,0
26119,1704462737834.207453,0,0,0
26120,1704462737844.025776,0,0,0
26121,1704462737854.025339,0,0,0
26122,1704462737864.023740,0,0,0
26123,1704462737874.025658,0,0,0
26124,1704462737884.023668,0,0,0
26125,1704462737894.084416,0,0,0
26126,1704462737904.023997,0,0,0
26127,1704462737914.024882,0,0,0
26128,1704462737924.028343,0,0,0
26129,1704462737934.024780,0,0,0
26130,1704462737944.053498,0,0,0
26131,1704462737954.147258,0,0,0
26132,1704462737964.047174,0,0,0
26133,1704462737974.227286,0,0,0
26134,1704462737984.295969,0,0,0
26135,1704462737994.025646,0,0,0
26136,1704462738004.025580,0,0,0
26137,1704462738014.025524,0,0,0
26138,1704462738024.027191,0,0,0
26139,1704462738034.027014,0,0,0
26140,1704462738044.027109,0,0,0
26141,1704462738054.028064,0,0,0
26142,1704462738064.027948,0,0,0
26143,1704462738074.028163,0,0,0
26144,1704462738084.161397,0,0,0
26145,1704462738094.149067,0,0,0
26146,1704462738104.190149,0,0,0
26147,1704462738114.179543,0,0,0
26148,1704462738124.134262,0,0,0
26149,1704462738134.331285,0,0,0
26150,1704462738144.029463,0,0,0
26151,1704462738154.027363,0,0,0
26152,1704462738164.028419,0,0,0
26153,1704462738174.029615,0,0,0
26154,1704462738184.028267,0,0,0
26155,1704462738194.029964,0,0,0
26156,1704462738204.173517,0,0,0
26157,1704462738214.125081,0,0,0
26158,1704462738224.180859,0,0,0
26159,1704462738234.029469,0,0,0
26160,1704462738244.029303,0,0,0
26161,1704462738254.029437,0,0,0
26162,1704462738264.031906,0,0,0
26163,1704462738274.029926,0,0,0
26164,1704462738284.030361,0,0,0
26165,1704462738294.030525,0,0,0
26166,1704462738304.030920,0,0,0
26167,1704462738314.077732,0,0,0
26168,1704462738324.132378,0,0,0
26169,1704462738334.181084,0,0,0
26170,1704462738344.045423,0,0,0
26171,1704462738354.092987,0,0,0
26172,1704462738364.142604,0,0,0
26173,1704462738374.233408,0,0,0
26174,1704462738384.031233,0,0,0
