Sample,X(ms) [05.01.2024 12:51:17 134 UTC],"firstHeater[%Q0.5]","secondHeater[%Q0.6]","thirdHeater[%Q0.7]"
2085,1704459078198.309821,0,0,0
2086,1704459078208.313330,0,0,0
2087,1704459078218.361894,0,0,0
2088,1704459078228.418472,0,0,0
2089,1704459078238.478207,0,0,0
2090,1704459078248.328669,0,0,0
2091,1704459078258.310747,0,0,0
2092,1704459078268.315679,0,0,0
2093,1704459078278.310712,0,0,0
2094,1704459078288.310885,0,0,0
2095,1704459078298.317940,0,0,0
2096,1704459078308.311761,0,0,0
2097,1704459078318.312074,0,0,0
2098,1704459078328.313209,0,0,0
2099,1704459078338.311919,0,0,0
2100,1704459078348.317562,0,0,0
2101,1704459078358.369401,0,0,0
2102,1704459078368.419418,0,0,0
2103,1704459078378.470706,0,0,0
2104,1704459078388.328892,0,0,0
2105,1704459078398.383698,0,0,0
2106,1704459078408.438072,0,0,0
2107,1704459078418.489100,0,0,0
2108,1704459078428.313593,0,0,0
2109,1704459078438.313576,0,0,0
2110,1704459078448.313718,0,0,0
2111,1704459078458.313630,0,0,0
2112,1704459078468.314535,0,0,0
2113,1704459078478.314577,0,0,0
2114,1704459078488.316323,0,0,0
2115,1704459078498.314642,0,0,0
2116,1704459078508.314534,0,0,0
2117,1704459078518.316901,0,0,0
2118,1704459078528.315511,0,0,0
2119,1704459078538.329269,0,0,0
2120,1704459078548.378654,0,0,0
2121,1704459078558.433790,0,0,0
2122,1704459078568.484527,0,0,0
2123,1704459078578.340590,0,0,0
2124,1704459078588.397799,0,0,0
2125,1704459078598.446483,0,0,0
2126,1704459078608.511137,0,0,0
2127,1704459078618.317656,0,0,0
2128,1704459078628.325433,0,0,0
2129,1704459078638.317410,1,1,1
2130,1704459078648.324616,1,1,1
2131,1704459078658.333325,1,1,1
2132,1704459078668.317458,1,1,1
2133,1704459078678.317480,1,1,1
2134,1704459078688.317502,1,1,1
2135,1704459078698.318427,1,1,1
2136,1704459078708.357182,1,1,1
2137,1704459078718.405174,1,1,1
2138,1704459078728.457915,1,1,1
2139,1704459078738.333254,1,1,1
2140,1704459078748.371057,1,1,1
2141,1704459078758.424490,1,1,1
2142,1704459078768.474346,1,1,1
2143,1704459078778.320019,1,1,1
2144,1704459078788.319630,1,1,1
2145,1704459078798.320304,1,1,1
2146,1704459078808.319284,1,1,1
2147,1704459078818.321982,1,1,1
2148,1704459078828.320501,1,1,1
2149,1704459078838.320283,1,1,1
2150,1704459078848.320366,1,1,1
2151,1704459078858.320348,1,1,1
2152,1704459078868.321172,1,1,1
2153,1704459078878.321305,1,1,1
2154,1704459078888.321447,1,1,1
2155,1704459078898.367997,1,1,1
2156,1704459078908.418715,1,1,1
2157,1704459078918.469052,1,1,1
2158,1704459078928.352756,1,1,1
2159,1704459078938.377655,1,1,1
2160,1704459078948.428483,1,1,1
2161,1704459078958.479080,1,1,1
2162,1704459078968.323110,1,1,1
2163,1704459078978.322371,1,1,1
2164,1704459078988.323064,1,1,1
2165,1704459078998.323097,1,1,1
2166,1704459079008.323159,1,1,1
2167,1704459079018.323172,1,1,1
2168,1704459079028.323414,1,1,1
2169,1704459079038.469711,1,1,1
2170,1704459079048.323990,1,1,1
2171,1704459079058.324073,1,1,1
2172,1704459079068.324686,1,1,1
2173,1704459079078.351960,1,1,1
2174,1704459079088.402647,1,1,1
2175,1704459079098.340724,1,1,1
2176,1704459079108.441816,1,1,1
2177,1704459079118.460854,1,1,1
2178,1704459079128.529956,1,1,1
2179,1704459079138.324913,0,0,0
2180,1704459079148.325878,0,0,0
2181,1704459079158.326020,0,0,0
2182,1704459079168.326043,0,0,0
2183,1704459079178.326606,0,0,0
2184,1704459079188.327791,0,0,0
2185,1704459079198.326250,0,0,0
2186,1704459079208.327315,0,0,0
2187,1704459079218.328159,0,0,0
2188,1704459079228.327059,0,0,0
2189,1704459079238.355414,0,0,0
2190,1704459079248.403136,0,0,0
2191,1704459079258.462490,0,0,0
2192,1704459079268.335705,0,0,0
2193,1704459079278.380681,0,0,0
2194,1704459079288.441398,0,0,0
2195,1704459079298.490462,0,0,0
2196,1704459079308.329853,0,0,0
2197,1704459079318.329355,0,0,0
2198,1704459079328.330098,0,0,0
2199,1704459079338.333177,0,0,0
2200,1704459079348.357795,0,0,0
2201,1704459079358.328973,0,0,0
2202,1704459079368.391293,0,0,0
2203,1704459079378.448192,0,0,0
2204,1704459079388.500152,0,0,0
2205,1704459079398.361574,0,0,0
2206,1704459079408.431107,0,0,0
2207,1704459079418.465995,0,0,0
2208,1704459079428.524667,0,0,0
2209,1704459079438.329864,0,0,0
2210,1704459079448.330788,0,0,0
2211,1704459079458.330961,0,0,0
2212,1704459079468.330733,0,0,0
2213,1704459079478.330575,0,0,0
2214,1704459079488.336188,0,0,0
2215,1704459079498.332303,0,0,0
2216,1704459079508.333417,0,0,0
2217,1704459079518.332258,0,0,0
2218,1704459079528.333102,0,0,0
2219,1704459079538.373470,0,0,0
2220,1704459079548.411243,0,0,0
2221,1704459079558.463103,0,0,0
2222,1704459079568.526394,0,0,0
2223,1704459079578.373529,0,0,0
2224,1704459079588.432733,0,0,0
2225,1704459079598.489562,0,0,0
2226,1704459079608.334293,0,0,0
2227,1704459079618.332642,0,0,0
2228,1704459079628.333536,0,0,0
2229,1704459079638.334831,1,1,1
2230,1704459079648.336076,1,1,1
2231,1704459079658.334265,1,1,1
2232,1704459079668.334758,1,1,1
2233,1704459079678.336153,1,1,1
2234,1704459079688.334602,1,1,1
2235,1704459079698.471462,1,1,1
2236,1704459079708.390512,1,1,1
2237,1704459079718.391577,1,1,1
2238,1704459079728.469174,1,1,1
2239,1704459079738.527346,1,1,1
2240,1704459079748.338183,1,1,1
2241,1704459079758.336803,1,1,1
2242,1704459079768.337808,1,1,1
2243,1704459079778.337469,1,1,1
2244,1704459079788.440435,1,1,1
2245,1704459079798.401855,1,1,1
2246,1704459079808.454185,1,1,1
2247,1704459079818.543485,1,1,1
2248,1704459079828.368980,1,1,1
2249,1704459079838.429947,1,1,1
2250,1704459079848.481396,1,1,1
2251,1704459079858.548885,1,1,1
2252,1704459079868.338192,1,1,1
2253,1704459079878.339377,1,1,1
2254,1704459079888.340181,1,1,1
2255,1704459079898.338660,1,1,1
2256,1704459079908.340125,1,1,1
2257,1704459079918.339927,1,1,1
2258,1704459079928.341262,1,1,1
2259,1704459079938.340874,1,1,1
2260,1704459079948.339974,1,1,1
2261,1704459079958.339746,1,1,1
2262,1704459079968.366800,1,1,1
2263,1704459079978.499280,1,1,1
2264,1704459079988.344482,1,1,1
2265,1704459079998.393687,1,1,1
2266,1704459080008.455435,1,1,1
2267,1704459080018.499400,1,1,1
2268,1704459080028.341807,1,1,1
2269,1704459080038.341429,1,1,1
2270,1704459080048.341381,1,1,1
2271,1704459080058.341624,1,1,1
2272,1704459080068.340213,1,1,1
2273,1704459080078.341258,1,1,1
2274,1704459080088.523943,1,1,1
2275,1704459080098.343356,1,1,1
2276,1704459080108.341085,1,1,1
2277,1704459080118.349072,1,1,1
2278,1704459080128.359764,1,1,1
2279,1704459080138.414990,1,1,1
2280,1704459080148.479063,0,0,0
2281,1704459080158.349041,0,0,0
2282,1704459080168.342461,0,0,0
2283,1704459080178.343355,0,0,0
2284,1704459080188.343308,0,0,0
2285,1704459080198.344633,0,0,0
2286,1704459080208.343453,0,0,0
2287,1704459080218.344056,0,0,0
2288,1704459080228.349940,0,0,0
2289,1704459080238.343270,0,0,0
2290,1704459080248.350075,0,0,0
2291,1704459080258.394180,0,0,0
2292,1704459080268.452632,0,0,0
2293,1704459080278.501155,0,0,0
2294,1704459080288.356025,0,0,0
2295,1704459080298.407715,0,0,0
2296,1704459080308.464744,0,0,0
2297,1704459080318.514470,0,0,0
2298,1704459080328.345044,0,0,0
2299,1704459080338.344987,0,0,0
2300,1704459080348.345009,0,0,0
2301,1704459080358.345112,0,0,0
2302,1704459080368.346046,0,0,0
2303,1704459080378.346259,0,0,0
2304,1704459080388.347974,0,0,0
2305,1704459080398.346574,0,0,0
2306,1704459080408.347137,0,0,0
2307,1704459080418.346198,0,0,0
2308,1704459080428.346912,0,0,0
2309,1704459080438.354528,0,0,0
2310,1704459080448.409574,0,0,0
2311,1704459080458.503202,0,0,0
2312,1704459080468.346751,0,0,0
2313,1704459080478.347855,0,0,0
2314,1704459080488.347878,0,0,0
2315,1704459080498.347990,0,0,0
2316,1704459080508.347923,0,0,0
2317,1704459080518.347945,0,0,0
2318,1704459080528.348909,0,0,0
2319,1704459080538.348962,0,0,0
2320,1704459080548.348964,0,0,0
2321,1704459080558.371539,0,0,0
2322,1704459080568.380037,0,0,0
2323,1704459080578.439521,0,0,0
2324,1704459080588.493174,0,0,0
2325,1704459080598.353535,0,0,0
2326,1704459080608.417126,0,0,0
2327,1704459080618.470018,0,0,0
2328,1704459080628.542306,0,0,0
2329,1704459080638.360046,0,0,0
2330,1704459080648.350721,1,1,1
2331,1704459080658.350794,1,1,1
2332,1704459080668.408675,1,1,1
2333,1704459080678.352271,1,1,1
2334,1704459080688.351983,1,1,1
2335,1704459080698.350853,1,1,1
2336,1704459080708.350745,1,1,1
2337,1704459080718.353603,1,1,1
2338,1704459080728.351932,1,1,1
2339,1704459080738.352055,1,1,1
2340,1704459080748.378687,1,1,1
2341,1704459080758.431719,1,1,1
2342,1704459080768.493528,1,1,1
2343,1704459080778.353928,1,1,1
2344,1704459080788.354101,1,1,1
2345,1704459080798.352640,1,1,1
2346,1704459080808.352653,1,1,1
2347,1704459080818.352826,1,1,1
2348,1704459080828.354421,1,1,1
2349,1704459080838.353862,1,1,1
2350,1704459080848.356880,1,1,1
2351,1704459080858.421664,1,1,1
2352,1704459080868.472973,1,1,1
2353,1704459080878.530002,1,1,1
2354,1704459080888.401453,1,1,1
2355,1704459080898.447202,1,1,1
2356,1704459080908.509952,1,1,1
2357,1704459080918.356186,1,1,1
2358,1704459080928.357100,1,1,1
2359,1704459080938.355229,1,1,1
2360,1704459080948.355642,1,1,1
2361,1704459080958.355664,1,1,1
2362,1704459080968.355727,1,1,1
2363,1704459080978.356801,1,1,1
2364,1704459080988.355571,1,1,1
2365,1704459080998.356706,1,1,1
2366,1704459081008.359603,1,1,1
2367,1704459081018.403378,1,1,1
2368,1704459081028.497267,1,1,1
2369,1704459081038.524410,1,1,1
2370,1704459081048.384750,1,1,1
2371,1704459081058.437471,1,1,1
2372,1704459081068.516913,1,1,1
2373,1704459081078.364109,1,1,1
2374,1704459081088.357499,1,1,1
2375,1704459081098.357471,1,1,1
2376,1704459081108.359457,1,1,1
2377,1704459081118.358478,1,1,1
2378,1704459081128.360794,1,1,1
2379,1704459081138.362971,1,1,1
2380,1704459081148.360078,0,0,0
2381,1704459081158.359349,0,0,0
2382,1704459081168.360864,0,0,0
2383,1704459081178.402655,0,0,0
2384,1704459081188.470945,0,0,0
2385,1704459081198.505743,0,0,0
2386,1704459081208.376433,0,0,0
2387,1704459081218.433041,0,0,0
2388,1704459081228.485512,0,0,0
2389,1704459081238.554474,0,0,0
2390,1704459081248.360292,0,0,0
2391,1704459081258.362098,0,0,0
2392,1704459081268.363322,0,0,0
2393,1704459081278.360279,0,0,0
2394,1704459081288.360221,0,0,0
2395,1704459081298.360424,0,0,0
2396,1704459081308.361268,0,0,0
2397,1704459081318.361431,0,0,0
2398,1704459081328.364769,0,0,0
2399,1704459081338.361355,0,0,0
2400,1704459081348.362490,0,0,0
2401,1704459081358.409070,0,0,0
2402,1704459081368.463484,0,0,0
2403,1704459081378.517147,0,0,0
2404,1704459081388.375053,0,0,0
2405,1704459081398.433415,0,0,0
2406,1704459081408.494993,0,0,0
2407,1704459081418.539589,0,0,0
2408,1704459081428.363180,0,0,0
2409,1704459081438.363022,0,0,0
2410,1704459081448.363205,0,0,0
2411,1704459081458.379297,0,0,0
2412,1704459081468.541174,0,0,0
2413,1704459081478.509707,0,0,0
2414,1704459081488.377121,0,0,0
2415,1704459081498.422718,0,0,0
2416,1704459081508.478626,0,0,0
2417,1704459081518.552076,0,0,0
2418,1704459081528.366240,0,0,0
2419,1704459081538.364980,0,0,0
2420,1704459081548.365072,0,0,0
2421,1704459081558.365004,0,0,0
2422,1704459081568.366229,0,0,0
2423,1704459081578.374317,0,0,0
2424,1704459081588.366194,0,0,0
2425,1704459081598.366126,0,0,0
2426,1704459081608.366068,0,0,0
2427,1704459081618.366021,0,0,0
2428,1704459081628.367856,0,0,0
2429,1704459081638.403175,0,0,0
2430,1704459081648.629111,1,1,1
2431,1704459081658.539045,1,1,1
2432,1704459081668.391861,1,1,1
2433,1704459081678.444392,1,1,1
2434,1704459081688.495130,1,1,1
2435,1704459081698.551588,1,1,1
2436,1704459081708.368016,1,1,1
2437,1704459081718.367657,1,1,1
2438,1704459081728.367910,1,1,1
2439,1704459081738.369275,1,1,1
2440,1704459081748.368807,1,1,1
2441,1704459081758.369000,1,1,1
2442,1704459081768.369172,1,1,1
2443,1704459081778.433075,1,1,1
2444,1704459081788.487389,1,1,1
2445,1704459081798.530913,1,1,1
2446,1704459081808.418564,1,1,1
2447,1704459081818.477447,1,1,1
2448,1704459081828.569783,1,1,1
2449,1704459081838.369850,1,1,1
2450,1704459081848.369762,1,1,1
2451,1704459081858.369645,1,1,1
2452,1704459081868.371821,1,1,1
2453,1704459081878.371453,1,1,1
2454,1704459081888.370674,1,1,1
2455,1704459081898.370806,1,1,1
2456,1704459081908.370718,1,1,1
2457,1704459081918.371582,1,1,1
2458,1704459081928.371685,1,1,1
2459,1704459081938.372429,1,1,1
2460,1704459081948.418608,1,1,1
2461,1704459081958.473573,1,1,1
2462,1704459081968.523670,1,1,1
2463,1704459081978.404699,1,1,1
2464,1704459081988.373483,1,1,1
2465,1704459081998.372974,1,1,1
2466,1704459082008.373007,1,1,1
2467,1704459082018.372618,1,1,1
2468,1704459082028.372721,1,1,1
2469,1704459082038.423939,1,1,1
2470,1704459082048.471811,1,1,1
2471,1704459082058.525645,1,1,1
2472,1704459082068.390774,1,1,1
2473,1704459082078.445259,1,1,1
2474,1704459082088.497750,1,1,1
2475,1704459082098.550701,1,1,1
2476,1704459082108.374693,1,1,1
2477,1704459082118.376599,1,1,1
2478,1704459082128.400527,1,1,1
2479,1704459082138.374490,1,1,1
2480,1704459082148.404289,0,0,0
2481,1704459082158.462961,0,0,0
2482,1704459082168.515191,0,0,0
2483,1704459082178.377145,0,0,0
2484,1704459082188.426590,0,0,0
2485,1704459082198.479061,0,0,0
2486,1704459082208.525120,0,0,0
2487,1704459082218.379950,0,0,0
2488,1704459082228.376375,0,0,0
2489,1704459082238.376398,0,0,0
2490,1704459082248.376450,0,0,0
2491,1704459082258.378126,0,0,0
2492,1704459082268.376775,0,0,0
2493,1704459082278.377399,0,0,0
2494,1704459082288.377652,0,0,0
2495,1704459082298.379939,0,0,0
2496,1704459082308.377416,0,0,0
2497,1704459082318.377449,0,0,0
2498,1704459082328.377691,0,0,0
2499,1704459082338.426105,0,0,0
2500,1704459082348.480569,0,0,0
2501,1704459082358.527890,0,0,0
2502,1704459082368.394282,0,0,0
2503,1704459082378.449759,0,0,0
2504,1704459082388.496298,0,0,0
2505,1704459082398.552596,0,0,0
2506,1704459082408.379193,0,0,0
2507,1704459082418.379276,0,0,0
2508,1704459082428.382925,0,0,0
2509,1704459082438.380633,0,0,0
2510,1704459082448.380435,0,0,0
2511,1704459082458.380337,0,0,0
2512,1704459082468.380139,0,0,0
2513,1704459082478.573074,0,0,0
2514,1704459082488.437943,0,0,0
2515,1704459082498.489692,0,0,0
2516,1704459082508.561279,0,0,0
2517,1704459082518.384439,0,0,0
2518,1704459082528.382298,0,0,0
2519,1704459082538.383713,0,0,0
2520,1704459082548.382403,0,0,0
2521,1704459082558.381393,0,0,0
2522,1704459082568.383890,0,0,0
2523,1704459082578.383462,0,0,0
2524,1704459082588.383855,0,0,0
2525,1704459082598.383477,0,0,0
2526,1704459082608.382207,0,0,0
2527,1704459082618.391046,0,0,0
2528,1704459082628.443747,0,0,0
2529,1704459082638.494424,0,0,0
2530,1704459082648.557605,1,1,1
2531,1704459082658.424498,1,1,1
2532,1704459082668.491285,1,1,1
2533,1704459082678.573101,1,1,1
2534,1704459082688.390862,1,1,1
2535,1704459082698.385715,1,1,1
2536,1704459082708.386198,1,1,1
2537,1704459082718.385289,1,1,1
2538,1704459082728.384259,1,1,1
2539,1704459082738.385393,1,1,1
2540,1704459082748.385526,1,1,1
2541,1704459082758.385388,1,1,1
2542,1704459082768.387745,1,1,1
2543,1704459082778.385072,1,1,1
2544,1704459082788.405132,1,1,1
2545,1704459082798.457643,1,1,1
2546,1704459082808.432178,1,1,1
2547,1704459082818.397114,1,1,1
2548,1704459082828.387048,1,1,1
2549,1704459082838.387431,1,1,1
2550,1704459082848.388465,1,1,1
2551,1704459082858.387837,1,1,1
2552,1704459082868.390835,1,1,1
2553,1704459082878.502206,1,1,1
2554,1704459082888.520943,1,1,1
2555,1704459082898.588543,1,1,1
2556,1704459082908.441128,1,1,1
2557,1704459082918.487187,1,1,1
2558,1704459082928.546331,1,1,1
2559,1704459082938.388567,1,1,1
2560,1704459082948.390243,1,1,1
2561,1704459082958.402548,1,1,1
2562,1704459082968.388674,1,1,1
2563,1704459082978.388847,1,1,1
2564,1704459082988.390332,1,1,1
2565,1704459082998.388912,1,1,1
2566,1704459083008.388834,1,1,1
2567,1704459083018.388716,1,1,1
2568,1704459083028.389731,1,1,1
2569,1704459083038.390154,1,1,1
2570,1704459083048.394294,1,1,1
2571,1704459083058.429522,1,1,1
2572,1704459083068.478797,1,1,1
2573,1704459083078.531488,1,1,1
2574,1704459083088.390937,1,1,1
2575,1704459083098.458747,1,1,1
2576,1704459083108.501149,1,1,1
2577,1704459083118.573918,1,1,1
2578,1704459083128.392129,1,1,1
2579,1704459083138.390638,1,1,1
2580,1704459083148.393296,0,0,0
2581,1704459083158.392727,0,0,0
2582,1704459083168.394152,0,0,0
2583,1704459083178.391750,0,0,0
2584,1704459083188.393436,0,0,0
2585,1704459083198.395332,0,0,0
2586,1704459083208.401946,0,0,0
2587,1704459083218.452754,0,0,0
2588,1704459083228.505295,0,0,0
2589,1704459083238.580939,0,0,0
2590,1704459083248.438244,0,0,0
2591,1704459083258.489272,0,0,0
2592,1704459083268.555358,0,0,0
2593,1704459083278.395962,0,0,0
2594,1704459083288.393840,0,0,0
2595,1704459083298.403421,0,0,0
2596,1704459083308.393755,0,0,0
2597,1704459083318.394769,0,0,0
2598,1704459083328.394761,0,0,0
2599,1704459083338.394884,0,0,0
2600,1704459083348.395878,0,0,0
2601,1704459083358.394568,0,0,0
2602,1704459083368.394510,0,0,0
2603,1704459083378.425521,0,0,0
2604,1704459083388.454187,0,0,0
2605,1704459083398.504594,0,0,0
2606,1704459083408.568667,0,0,0
2607,1704459083418.432744,0,0,0
2608,1704459083428.721749,0,0,0
2609,1704459083438.396992,0,0,0
2610,1704459083448.398707,0,0,0
2611,1704459083458.399511,0,0,0
2612,1704459083468.397650,0,0,0
2613,1704459083478.397833,0,0,0
2614,1704459083488.398136,0,0,0
2615,1704459083498.397918,0,0,0
2616,1704459083508.397790,0,0,0
2617,1704459083518.470689,0,0,0
2618,1704459083528.399097,0,0,0
2619,1704459083538.454063,0,0,0
2620,1704459083548.473632,0,0,0
2621,1704459083558.530952,0,0,0
2622,1704459083568.423753,0,0,0
2623,1704459083578.462618,0,0,0
2624,1704459083588.552219,0,0,0
2625,1704459083598.603768,0,0,0
2626,1704459083608.398405,0,0,0
2627,1704459083618.481684,0,0,0
2628,1704459083628.399993,0,0,0
2629,1704459083638.399704,0,0,0
2630,1704459083648.407511,1,1,1
2631,1704459083658.419637,1,1,1
2632,1704459083668.473670,1,1,1
2633,1704459083678.526031,1,1,1
2634,1704459083688.407451,1,1,1
2635,1704459083698.468277,1,1,1
2636,1704459083708.540756,1,1,1
2637,1704459083718.594689,1,1,1
2638,1704459083728.403673,1,1,1
2639,1704459083738.404768,1,1,1
2640,1704459083748.403738,1,1,1
2641,1704459083758.403731,1,1,1
2642,1704459083768.402661,1,1,1
2643,1704459083778.402233,1,1,1
2644,1704459083788.404860,1,1,1
2645,1704459083798.402418,1,1,1
2646,1704459083808.402390,1,1,1
2647,1704459083818.402583,1,1,1
2648,1704459083828.407154,1,1,1
2649,1704459083838.493298,1,1,1
2650,1704459083848.549766,1,1,1
2651,1704459083858.404546,1,1,1
2652,1704459083868.457297,1,1,1
2653,1704459083878.506292,1,1,1
2654,1704459083888.564904,1,1,1
2655,1704459083898.402992,1,1,1
2656,1704459083908.403917,1,1,1
2657,1704459083918.404139,1,1,1
2658,1704459083928.404042,1,1,1
2659,1704459083938.403974,1,1,1
2660,1704459083948.403986,1,1,1
2661,1704459083958.405501,1,1,1
2662,1704459083968.405855,1,1,1
2663,1704459083978.406177,1,1,1
2664,1704459083988.405408,1,1,1
2665,1704459083998.405090,1,1,1
2666,1704459084008.415733,1,1,1
2667,1704459084018.479284,1,1,1
2668,1704459084028.534721,1,1,1
2669,1704459084038.593293,1,1,1
2670,1704459084048.457190,1,1,1
2671,1704459084058.504962,1,1,1
2672,1704459084068.567401,1,1,1
2673,1704459084078.416390,1,1,1
2674,1704459084088.407145,1,1,1
2675,1704459084098.407679,1,1,1
2676,1704459084108.411438,1,1,1
2677,1704459084118.407804,1,1,1
2678,1704459084128.406774,1,1,1
2679,1704459084138.407859,1,1,1
2680,1704459084148.408061,0,0,0
2681,1704459084158.407954,0,0,0
2682,1704459084168.407846,0,0,0
2683,1704459084178.407928,0,0,0
2684,1704459084188.409233,0,0,0
2685,1704459084198.458478,0,0,0
2686,1704459084208.511871,0,0,0
2687,1704459084218.568870,0,0,0
2688,1704459084228.425243,0,0,0
2689,1704459084238.413453,0,0,0
2690,1704459084248.418064,0,0,0
2691,1704459084258.409781,0,0,0
2692,1704459084268.409954,0,0,0
2693,1704459084278.428581,0,0,0
2694,1704459084288.410850,0,0,0
2695,1704459084298.409881,0,0,0
2696,1704459084308.411646,0,0,0
2697,1704459084318.443388,0,0,0
2698,1704459084328.494727,0,0,0
2699,1704459084338.547158,0,0,0
2700,1704459084348.600921,0,0,0
2701,1704459084358.461031,0,0,0
2702,1704459084368.512460,0,0,0
2703,1704459084378.411793,0,0,0
2704,1704459084388.411886,0,0,0
2705,1704459084398.411588,0,0,0
2706,1704459084408.413113,0,0,0
2707,1704459084418.413446,0,0,0
2708,1704459084428.414540,0,0,0
2709,1704459084438.414342,0,0,0
2710,1704459084448.414365,0,0,0
2711,1704459084458.415820,0,0,0
2712,1704459084468.415231,0,0,0
2713,1704459084478.432877,0,0,0
2714,1704459084488.530292,0,0,0
2715,1704459084498.545092,0,0,0
2716,1704459084508.601400,0,0,0
2717,1704459084518.454527,0,0,0
2718,1704459084528.509703,0,0,0
2719,1704459084538.573034,0,0,0
2720,1704459084548.616788,0,0,0
2721,1704459084558.414722,0,0,0
2722,1704459084568.414503,0,0,0
2723,1704459084578.414436,0,0,0
2724,1704459084588.414478,0,0,0
2725,1704459084598.415422,0,0,0
2726,1704459084608.415535,0,0,0
2727,1704459084618.417621,0,0,0
2728,1704459084628.417263,0,0,0
2729,1704459084638.557849,0,0,0
2730,1704459084648.418791,0,0,0
2731,1704459084658.470470,1,1,1
2732,1704459084668.518242,1,1,1
2733,1704459084678.570643,1,1,1
2734,1704459084688.417377,1,1,1
2735,1704459084698.416388,1,1,1
2736,1704459084708.417352,1,1,1
2737,1704459084718.417635,1,1,1
2738,1704459084728.419561,1,1,1
2739,1704459084738.417359,1,1,1
2740,1704459084748.417322,1,1,1
2741,1704459084758.419167,1,1,1
2742,1704459084768.418469,1,1,1
2743,1704459084778.418361,1,1,1
2744,1704459084788.422351,1,1,1
2745,1704459084798.466045,1,1,1
2746,1704459084808.519488,1,1,1
2747,1704459084818.584001,1,1,1
