Sample,X(ms) [09.01.2024 18:11:08 823 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
60,1704823869071.616155,30.9964294433594,30,14.1681137084961,2,2.00999999046326
61,1704823869371.613057,30.9964294433594,30,14.1681137084961,2,2
62,1704823869671.652323,30.9964294433594,30,14.1681137084961,2,2
63,1704823869971.621123,31.7916641235352,30,14.1681137084961,2,2
64,1704823870271.621208,31.7916641235352,30,14.1681137084961,2,2
65,1704823870571.620315,31.7916641235352,30,14.1681137084961,2,2
66,1704823870871.641146,31.7916641235352,30,14.1681137084961,2,2.00999999046326
67,1704823871171.625057,32.5830230712891,30,14.1681137084961,2,2.00999999046326
68,1704823871471.623061,32.5830230712891,30,14.1681137084961,2,2.00999999046326
69,1704823871771.623030,32.5830230712891,30,14.1681137084961,2,2.00999999046326
70,1704823872071.621070,33.374382019043,30,14.1681137084961,2,2.00999999046326
71,1704823872371.638288,33.374382019043,30,14.1681137084961,2,2.00999999046326
72,1704823872671.622923,33.374382019043,30,14.1681137084961,2,2.00999999046326
73,1704823872971.630843,33.374382019043,30,14.1681137084961,2,2
74,1704823873271.633341,34.1657447814941,30,14.1731767654419,2,2
75,1704823873571.620897,34.1657447814941,30,14.1731767654419,2,1.99000000953674
76,1704823873871.610403,34.1657447814941,30,14.178240776062,2,1.99000000953674
77,1704823874171.640875,34.9513549804688,30,14.1883678436279,2,1.99000000953674
78,1704823874471.614683,34.9513549804688,30,14.1984958648682,2,1.99000000953674
79,1704823874771.614848,34.9513549804688,30,14.2136859893799,2,1.99000000953674
80,1704823875071.609563,35.7130661010742,30,14.233941078186,2,1.9799998998642
81,1704823875371.614297,35.7130661010742,30,14.274450302124,2,1.9799998998642
82,1704823875671.611941,35.7130661010742,30,14.3098955154419,2,1.99000000953674
83,1704823875971.612541,35.7130661010742,30,14.3504047393799,2,1.9799998998642
84,1704823876271.607670,36.4143333435059,30,14.4010419845581,2,1.9799998998642
85,1704823876571.614568,36.4143333435059,30,14.4972515106201,2,1.9799998998642
86,1704823876871.631706,36.4143333435059,30,14.5782699584961,2,1.9799998998642
87,1704823877171.610963,37.0102882385254,30,14.669415473938,2,1.9799998998642
88,1704823877471.613150,37.0102882385254,30,14.780816078186,2,1.9799998998642
89,1704823877771.639399,37.0102882385254,30,14.90234375,2,1.96999990940094
90,1704823878071.615088,37.4295272827148,30,15.1150178909302,2,1.96999990940094
91,1704823878371.633141,37.4295272827148,30,15.271990776062,2,1.96999990940094
92,1704823878671.612110,37.4295272827148,30,15.4441547393799,2,1.96999990940094
93,1704823878971.622661,37.4295272827148,30,15.6213836669922,2,1.96999990940094
94,1704823879271.609941,37.6303024291992,30,15.9049482345581,2,1.96999990940094
95,1704823879571.615728,37.6303024291992,30,16.1125583648682,2,1.96999990940094
96,1704823879871.607377,37.6303024291992,30,16.3302955627441,2,1.96999990940094
97,1704823880171.613155,37.6370239257813,30,16.5632228851318,2,1.96999990940094
98,1704823880471.613528,37.6370239257813,30,16.8062782287598,2,1.96999990940094
99,1704823880771.611043,37.6370239257813,30,17.2063083648682,2,1.96999990940094
100,1704823881071.645275,37.4343795776367,30,17.4949359893799,2,1.96999990940094
101,1704823881371.635826,37.4343795776367,30,17.7936916351318,2,1.96999990940094
102,1704823881671.615555,37.4343795776367,30,18.102575302124,2,1.96999990940094
103,1704823881971.611910,37.4343795776367,30,18.5785579681396,2,1.9799998998642
104,1704823882271.613830,36.9785766601563,30,18.8975696563721,2,1.96999990940094
105,1704823882571.636070,36.9785766601563,30,19.2165794372559,2,1.96999990940094
106,1704823882871.614003,36.9785766601563,30,19.5355892181396,2,1.96999990940094
107,1704823883171.640630,36.3494186401367,30,19.849536895752,2,1.96999990940094
108,1704823883471.626008,36.3494186401367,30,20.2951393127441,2,1.96999990940094
109,1704823883771.612950,36.3494186401367,30,20.5787048339844,2,1.96999990940094
110,1704823884071.639475,35.6971740722656,30,20.8572044372559,2,1.96999990940094
111,1704823884371.615470,35.6971740722656,30,21.1205139160156,2,1.96999990940094
112,1704823884671.615835,35.6971740722656,30,21.5002899169922,2,1.96999990940094
113,1704823884971.608941,35.6971740722656,30,21.7433452606201,2,1.96999990940094
114,1704823885271.615537,35.1186027526855,30,21.9813365936279,2,1.96999990940094
115,1704823885571.613835,35.1186027526855,30,22.2193298339844,2,1.96999990940094
116,1704823885871.615648,35.1186027526855,30,22.4573211669922,2,1.96999990940094
117,1704823886171.616897,34.6078186035156,30,22.8269672393799,2,1.96999990940094
118,1704823886471.614270,34.6078186035156,30,23.0700225830078,2,1.96999990940094
119,1704823886771.613968,34.6078186035156,30,23.3080139160156,2,1.96999990940094
120,1704823887071.636221,34.0576591491699,30,23.5358791351318,2,1.96999990940094
121,1704823887371.652079,34.0576591491699,30,23.8802089691162,2,1.96999990940094
122,1704823887671.617621,34.0576591491699,30,24.1030082702637,2,1.96999990940094
123,1704823887971.634475,34.0576591491699,30,24.3207454681396,2,1.95999991893768
124,1704823888271.614590,33.5044937133789,30,24.5334205627441,2,1.95999991893768
125,1704823888571.611848,33.5044937133789,30,24.7359657287598,2,1.95999991893768
126,1704823888871.612381,33.5044937133789,30,25.0296592712402,2,1.95999991893768
127,1704823889171.614603,32.9793167114258,30,25.2170143127441,2,1.95999991893768
128,1704823889471.630657,32.9793167114258,30,25.3993053436279,2,1.96999990940094
