Sample,X(ms) [09.01.2024 18:47:34 625 UTC],"ExecutePWM_DB.I_furnancePower","ExecutePWM_DB.I_tempSetPoint","ExecutePWM_DB.tempAfterScaled","ExecutePWM_DB.I_flowSetPoint","ExecutePWM_DB.flowFlow"
2283,1704826717880.612234,14.6002283096313,20,20.5938930511475,2.5,2.46000003814697
2284,1704826718180.619474,14.6002283096313,20,20.5837669372559,2.5,2.47000002861023
2285,1704826718480.617221,14.6002283096313,20,20.5736389160156,2.5,2.46000003814697
2286,1704826718780.645785,14.6002283096313,20,20.563512802124,2.5,2.46000003814697
2287,1704826719080.613434,14.646656036377,20,20.5584506988525,2.5,2.46000003814697
2288,1704826719380.659919,14.646656036377,20,20.5533847808838,2.5,2.46000003814697
2289,1704826719680.607741,14.646656036377,20,20.5483207702637,2.5,2.47000002861023
2290,1704826719980.621874,14.4296779632568,20,20.5381946563721,2.5,2.47000002861023
2291,1704826720280.643492,14.4296779632568,20,20.5280666351318,2.5,2.46000003814697
2292,1704826720580.624239,14.4296779632568,20,20.5128765106201,2.5,2.46000003814697
2293,1704826720880.645754,14.4358549118042,20,20.4976844787598,2.5,2.46000003814697
2294,1704826721180.625212,14.4358549118042,20,20.482494354248,2.5,2.46000003814697
2295,1704826721480.623585,14.4358549118042,20,20.4723663330078,2.5,2.47000002861023
2296,1704826721780.623794,14.4358549118042,20,20.4571743011475,2.5,2.46000003814697
2297,1704826722080.620425,14.6146554946899,20,20.4470481872559,2.5,2.47000002861023
2298,1704826722380.634852,14.6146554946899,20,20.4419860839844,2.5,2.47000002861023
2299,1704826722680.622932,14.6146554946899,20,20.4369201660156,2.5,2.47000002861023
2300,1704826722980.624812,14.5460119247437,20,20.4369201660156,2.5,2.47000002861023
2301,1704826723280.623394,14.5460119247437,20,20.4318580627441,2.5,2.47000002861023
2302,1704826723580.685421,14.5460119247437,20,20.4217319488525,2.5,2.47000002861023
2303,1704826723880.656074,14.3770017623901,20,20.4166660308838,2.5,2.48000001907349
2304,1704826724180.609879,14.3770017623901,20,20.4065399169922,2.5,2.47000002861023
2305,1704826724480.621745,14.3770017623901,20,20.3862857818604,2.5,2.48000001907349
2306,1704826724780.610554,14.3770017623901,20,20.3660297393799,2.5,2.48000001907349
2307,1704826725080.635834,14.5216932296753,20,20.345775604248,2.5,2.48000001907349
2308,1704826725380.610941,14.5216932296753,20,20.3204555511475,2.5,2.48000001907349
2309,1704826725680.617892,14.5216932296753,20,20.3052673339844,2.5,2.48000001907349
2310,1704826725980.614972,14.9801912307739,20,20.2799472808838,2.5,2.48000001907349
2311,1704826726280.633461,14.9801912307739,20,20.259693145752,2.5,2.48000001907349
2312,1704826726580.641328,14.9801912307739,20,20.2445030212402,2.5,2.48000001907349
2313,1704826726880.608834,15.1208753585815,20,20.234375,2.5,2.48000001907349
2314,1704826727180.616092,15.1208753585815,20,20.2242469787598,2.5,2.49000000953674
2315,1704826727480.659385,15.1208753585815,20,20.2191829681396,2.5,2.48000001907349
2316,1704826727780.611754,15.1208753585815,20,20.2141208648682,2.5,2.48000001907349
2317,1704826728080.612448,14.9610815048218,20,20.209056854248,2.5,2.48000001907349
2318,1704826728380.636141,14.9610815048218,20,20.2039928436279,2.5,2.48000001907349
2319,1704826728680.636065,14.9610815048218,20,20.2039928436279,2.5,2.48000001907349
2320,1704826728980.609848,14.8069868087769,20,20.209056854248,2.5,2.48000001907349
2321,1704826729280.642994,14.8069868087769,20,20.209056854248,2.5,2.48000001907349
2322,1704826729580.607025,14.8069868087769,20,20.209056854248,2.5,2.48000001907349
2323,1704826729880.619985,14.5872573852539,20,20.2039928436279,2.5,2.48000001907349
2324,1704826730180.613048,14.5872573852539,20,20.1989288330078,2.5,2.48000001907349
2325,1704826730480.607128,14.5872573852539,20,20.1938667297363,2.5,2.47000002861023
2326,1704826730780.613332,14.5872573852539,20,20.1888027191162,2.5,2.47000002861023
2327,1704826731080.640514,14.6916637420654,20,20.1837368011475,2.5,2.48000001907349
2328,1704826731380.640608,14.6916637420654,20,20.1837368011475,2.5,2.48000001907349
2329,1704826731680.617221,14.6916637420654,20,20.1837368011475,2.5,2.48000001907349
2330,1704826731980.618181,14.70383644104,20,20.1837368011475,2.5,2.49000000953674
2331,1704826732280.611465,14.70383644104,20,20.1888027191162,2.5,2.49000000953674
2332,1704826732580.619554,14.70383644104,20,20.1938667297363,2.5,2.49000000953674
2333,1704826732880.658319,14.5161075592041,20,20.1938667297363,2.5,2.48000001907349
2334,1704826733180.616368,14.5161075592041,20,20.1989288330078,2.5,2.48000001907349
2335,1704826733480.614701,14.5161075592041,20,20.1989288330078,2.5,2.48000001907349
2336,1704826733780.609745,14.5161075592041,20,20.2039928436279,2.5,2.48000001907349
2337,1704826734080.610354,14.3954610824585,20,20.2039928436279,2.5,2.48000001907349
2338,1704826734380.637412,14.3954610824585,20,20.2039928436279,2.5,2.48000001907349
2339,1704826734680.619505,14.3954610824585,20,20.2039928436279,2.5,2.48000001907349
2340,1704826734980.613288,14.3985052108765,20,20.1989288330078,2.5,2.49000000953674
2341,1704826735280.611972,14.3985052108765,20,20.1888027191162,2.5,2.49000000953674
2342,1704826735580.615834,14.3985052108765,20,20.178674697876,2.5,2.48000001907349
2343,1704826735880.619088,14.5835008621216,20,20.1736106872559,2.5,2.48000001907349
2344,1704826736180.612968,14.5835008621216,20,20.1634826660156,2.5,2.48000001907349
2345,1704826736480.612959,14.5835008621216,20,20.1584205627441,2.5,2.49000000953674
2346,1704826736780.616421,14.5835008621216,20,20.1482944488525,2.5,2.49000000953674
2347,1704826737080.614954,14.7346572875977,20,20.1381645202637,2.5,2.49000000953674
2348,1704826737380.622461,14.7346572875977,20,20.1331024169922,2.5,2.48000001907349
2349,1704826737680.645145,14.7346572875977,20,20.1280384063721,2.5,2.49000000953674
2350,1704826737980.614101,14.7774934768677,20,20.1128482818604,2.5,2.48000001907349
2351,1704826738280.634768,14.7774934768677,20,20.1077842712402,2.5,2.49000000953674
2352,1704826738580.615688,14.7774934768677,20,20.1077842712402,2.5,2.48000001907349
2353,1704826738880.610799,14.81418800354,20,20.1077842712402,2.5,2.49000000953674
2354,1704826739180.617879,14.81418800354,20,20.1128482818604,2.5,2.49000000953674
2355,1704826739480.617199,14.81418800354,20,20.122974395752,2.5,2.49000000953674
2356,1704826739780.611834,14.81418800354,20,20.1331024169922,2.5,2.48000001907349
2357,1704826740080.633581,14.5186738967896,20,20.1432285308838,2.5,2.49000000953674
2358,1704826740380.612154,14.5186738967896,20,20.153356552124,2.5,2.49000000953674
2359,1704826740680.611452,14.5186738967896,20,20.1685485839844,2.5,2.5
2360,1704826740980.616705,14.149507522583,20,20.1837368011475,2.5,2.5
2361,1704826741280.617914,14.149507522583,20,20.1888027191162,2.5,2.5
2362,1704826741580.614208,14.149507522583,20,20.1938667297363,2.5,2.50999999046326
2363,1704826741880.614021,13.9899311065674,20,20.1989288330078,2.5,2.50999999046326
2364,1704826742180.655683,13.9899311065674,20,20.1989288330078,2.5,2.50999999046326
2365,1704826742480.609612,13.9899311065674,20,20.1938667297363,2.5,2.50999999046326
2366,1704826742780.614568,13.9899311065674,20,20.1888027191162,2.5,2.50999999046326
2367,1704826743080.635874,14.1700344085693,20,20.178674697876,2.5,2.50999999046326
2368,1704826743380.618092,14.1700344085693,20,20.1634826660156,2.5,2.5
2369,1704826743680.613212,14.1700344085693,20,20.153356552124,2.5,2.50999999046326
2370,1704826743980.632505,14.5053186416626,20,20.1482944488525,2.5,2.50999999046326
2371,1704826744280.617679,14.5053186416626,20,20.1432285308838,2.5,2.5
2372,1704826744580.616754,14.5053186416626,20,20.1432285308838,2.5,2.50999999046326
2373,1704826744880.631488,14.5294075012207,20,20.1482944488525,2.5,2.50999999046326
2374,1704826745180.623834,14.5294075012207,20,20.1482944488525,2.5,2.50999999046326
2375,1704826745480.645261,14.5294075012207,20,20.153356552124,2.5,2.50999999046326
2376,1704826745780.629599,14.5294075012207,20,20.1584205627441,2.5,2.5
2377,1704826746080.653119,14.2405700683594,20,20.1634826660156,2.5,2.5
2378,1704826746380.631501,14.2405700683594,20,20.1634826660156,2.5,2.50999999046326
2379,1704826746680.625052,14.2405700683594,20,20.1634826660156,2.5,2.5
2380,1704826746980.628679,14.1437044143677,20,20.1584205627441,2.5,2.5
2381,1704826747280.623328,14.1437044143677,20,20.1482944488525,2.5,2.5
2382,1704826747580.634359,14.1437044143677,20,20.1280384063721,2.5,2.5
2383,1704826747880.625999,14.4235458374023,20,20.1128482818604,2.5,2.5
2384,1704826748180.626434,14.4235458374023,20,20.0925922393799,2.5,2.5
2385,1704826748480.651368,14.4235458374023,20,20.072338104248,2.5,2.5
2386,1704826748780.623181,14.4235458374023,20,20.0470180511475,2.5,2.49000000953674
2387,1704826749080.617839,14.9398946762085,20,20.0267639160156,2.5,2.49000000953674
2388,1704826749380.625399,14.9398946762085,20,20.0115756988525,2.5,2.49000000953674
2389,1704826749680.614741,14.9398946762085,20,20.0014457702637,2.5,2.5
2390,1704826749980.619212,15.1630458831787,20,19.9913196563721,2.5,2.49000000953674
2391,1704826750280.618919,15.1630458831787,20,19.9811916351318,2.5,2.49000000953674
2392,1704826750580.623888,15.1630458831787,20,19.9761295318604,2.5,2.49000000953674
2393,1704826750880.631105,15.039945602417,20,19.9710655212402,2.5,2.49000000953674
2394,1704826751180.639874,15.039945602417,20,19.9609375,2.5,2.49000000953674
2395,1704826751480.614585,15.039945602417,20,19.9508094787598,2.5,2.49000000953674
2396,1704826751780.616274,15.039945602417,20,19.9406833648682,2.5,2.49000000953674
2397,1704826752080.621879,15.0381336212158,20,19.935619354248,2.5,2.49000000953674
2398,1704826752380.618159,15.0381336212158,20,19.9305553436279,2.5,2.49000000953674
2399,1704826752680.638181,15.0381336212158,20,19.9254913330078,2.5,2.49000000953674
2400,1704826752980.615141,15.123589515686,20,19.9254913330078,2.5,2.49000000953674
2401,1704826753280.617288,15.123589515686,20,19.9254913330078,2.5,2.49000000953674
2402,1704826753580.621425,15.123589515686,20,19.935619354248,2.5,2.49000000953674
2403,1704826753880.614501,14.9269599914551,20,19.9406833648682,2.5,2.5
2404,1704826754180.613225,14.9269599914551,20,19.9457454681396,2.5,2.5
2405,1704826754480.624328,14.9269599914551,20,19.9558734893799,2.5,2.5
2406,1704826754780.615301,14.9269599914551,20,19.9660015106201,2.5,2.5
2407,1704826755080.618625,14.6823062896729,20,19.9761295318604,2.5,2.5
2408,1704826755380.612639,14.6823062896729,20,19.9963836669922,2.5,2.5
2409,1704826755680.636381,14.6823062896729,20,20.0267639160156,2.5,2.50999999046326
2410,1704826755980.645945,14.3159112930298,20,20.0520839691162,2.5,2.5
2411,1704826756280.612608,14.3159112930298,20,20.0774021148682,2.5,2.5
2412,1704826756580.617092,14.3159112930298,20,20.09765625,2.5,2.5
2413,1704826756880.616248,13.7659111022949,20,20.1128482818604,2.5,2.5
2414,1704826757180.617705,13.7659111022949,20,20.1179103851318,2.5,2.5
2415,1704826757480.621905,13.7659111022949,20,20.1128482818604,2.5,2.5
2416,1704826757780.617248,13.7659111022949,20,20.09765625,2.5,2.5
2417,1704826758080.614488,14.06201171875,20,20.0774021148682,2.5,2.50999999046326
2418,1704826758380.641861,14.06201171875,20,20.0520839691162,2.5,2.50999999046326
2419,1704826758680.622003,14.06201171875,20,20.0368919372559,2.5,2.50999999046326
2420,1704826758980.647225,14.8867092132568,20,20.0318298339844,2.5,2.50999999046326
2421,1704826759280.632216,14.8867092132568,20,20.0267639160156,2.5,2.5
2422,1704826759580.615959,14.8867092132568,20,20.0115756988525,2.5,2.5
2423,1704826759880.614061,14.9382705688477,20,20.0065097808838,2.5,2.5
2424,1704826760180.637190,14.9382705688477,20,19.9963836669922,2.5,2.5
2425,1704826760480.644208,14.9382705688477,20,19.9811916351318,2.5,2.5
2426,1704826760780.620154,14.9382705688477,20,19.9710655212402,2.5,2.5
2427,1704826761080.614985,14.993537902832,20,19.9508094787598,2.5,2.49000000953674
2428,1704826761380.639705,14.993537902832,20,19.935619354248,2.5,2.5
2429,1704826761680.616199,14.993537902832,20,19.9254913330078,2.5,2.5
2430,1704826761980.618061,15.2694215774536,20,19.9153652191162,2.5,2.5
2431,1704826762280.614154,15.2694215774536,20,19.905237197876,2.5,2.5
2432,1704826762580.640825,15.2694215774536,20,19.905237197876,2.5,2.5
2433,1704826762880.611834,15.2529697418213,20,19.8951110839844,2.5,2.5
2434,1704826763180.635665,15.2529697418213,20,19.8951110839844,2.5,2.49000000953674
2435,1704826763480.622399,15.2529697418213,20,19.8900451660156,2.5,2.49000000953674
2436,1704826763780.614261,15.2529697418213,20,19.8849830627441,2.5,2.49000000953674
