Sample,X(ms) [05.01.2024 13:33:02 415 UTC],"firstHeater[%Q0.5]","secondHeater[%Q0.6]","thirdHeater[%Q0.7]"
24707,1704461821970.794729,1,1,0
24708,1704461821980.623791,1,1,0
24709,1704461821990.613333,1,1,0
24710,1704461822000.609449,1,1,0
24711,1704461822010.609261,1,1,0
24712,1704461822020.609724,1,1,0
24713,1704461822030.609165,1,1,0
24714,1704461822040.609308,1,1,0
24715,1704461822050.609350,1,1,0
24716,1704461822060.609583,1,1,0
24717,1704461822070.610367,1,1,0
24718,1704461822080.639424,1,1,0
24719,1704461822090.697545,1,1,0
24720,1704461822100.754354,1,1,0
24721,1704461822110.612210,1,1,0
24722,1704461822120.667155,1,1,0
24723,1704461822130.611183,1,1,0
24724,1704461822140.611866,1,1,0
24725,1704461822150.612490,1,1,0
24726,1704461822160.611991,1,1,0
24727,1704461822170.611122,1,1,0
24728,1704461822180.708748,1,1,0
24729,1704461822190.611758,1,1,0
24730,1704461822200.612792,1,1,1
24731,1704461822210.612735,1,1,1
24732,1704461822220.647212,1,1,1
24733,1704461822230.816362,1,1,1
24734,1704461822240.613103,1,1,1
24735,1704461822250.612083,1,1,1
24736,1704461822260.613197,1,1,1
24737,1704461822270.699161,1,1,1
24738,1704461822280.638850,1,1,1
24739,1704461822290.689678,1,1,1
24740,1704461822300.757878,1,1,1
24741,1704461822310.795972,1,1,1
24742,1704461822320.669928,1,1,1
24743,1704461822330.728070,1,1,1
24744,1704461822340.787684,1,1,1
24745,1704461822350.614982,1,1,1
24746,1704461822360.614053,1,1,1
24747,1704461822370.614035,1,1,1
24748,1704461822380.614929,1,1,1
24749,1704461822390.614892,1,1,1
24750,1704461822400.615074,1,1,1
24751,1704461822410.616379,1,1,1
24752,1704461822420.615410,1,1,1
24753,1704461822430.614891,1,1,1
24754,1704461822440.618761,1,1,1
24755,1704461822450.615898,1,1,1
24756,1704461822460.631419,1,1,1
24757,1704461822470.688639,1,1,1
24758,1704461822480.745869,1,1,1
24759,1704461822490.793861,1,1,1
24760,1704461822500.715226,1,1,1
24761,1704461822510.705500,1,1,1
24762,1704461822520.765235,1,1,1
24763,1704461822530.820721,1,1,1
24764,1704461822540.631358,1,1,1
24765,1704461822550.618827,1,1,1
24766,1704461822560.617276,1,1,1
24767,1704461822570.616988,1,1,1
24768,1704461822580.617872,1,1,1
24769,1704461822590.619368,1,1,1
24770,1704461822600.653614,1,1,1
24771,1704461822610.705404,1,1,0
24772,1704461822620.755901,1,1,0
24773,1704461822630.680261,1,1,0
24774,1704461822640.744665,1,1,0
24775,1704461822650.799450,1,1,0
24776,1704461822660.618883,1,1,0
24777,1704461822670.618816,1,1,0
24778,1704461822680.624459,1,1,0
24779,1704461822690.623920,1,1,0
24780,1704461822700.619825,1,1,0
24781,1704461822710.620238,1,1,0
24782,1704461822720.621212,1,1,0
24783,1704461822730.621164,1,1,0
24784,1704461822740.621307,1,1,0
24785,1704461822750.622271,1,1,0
24786,1704461822760.669552,1,1,0
24787,1704461822770.712024,1,1,0
24788,1704461822780.763473,1,1,0
24789,1704461822790.626499,1,1,0
24790,1704461822800.681815,1,1,0
24791,1704461822810.739195,1,1,0
24792,1704461822820.790403,1,1,0
24793,1704461822830.624855,1,1,0
24794,1704461822840.624837,1,1,0
24795,1704461822850.621644,1,1,0
24796,1704461822860.621766,1,1,0
24797,1704461822870.621949,1,1,0
24798,1704461822880.621661,1,1,0
24799,1704461822890.621583,1,1,0
24800,1704461822900.622828,1,1,0
24801,1704461822910.626958,1,1,0
24802,1704461822920.627531,1,1,0
24803,1704461822930.778377,1,1,0
24804,1704461822940.630953,1,1,0
24805,1704461822950.688493,1,1,0
24806,1704461822960.808811,1,1,0
24807,1704461822970.623365,1,1,0
24808,1704461822980.623608,1,1,0
24809,1704461822990.623420,1,1,0
24810,1704461823000.623753,1,1,0
24811,1704461823010.624217,1,1,0
24812,1704461823020.633857,1,1,0
24813,1704461823030.624362,1,1,0
24814,1704461823040.624334,1,1,0
24815,1704461823050.624426,1,1,0
24816,1704461823060.626773,1,1,0
24817,1704461823070.625473,1,1,0
24818,1704461823080.643429,1,1,0
24819,1704461823090.703585,1,1,0
24820,1704461823100.760654,1,1,0
24821,1704461823110.813485,1,1,0
24822,1704461823120.679557,1,1,0
24823,1704461823130.785638,1,1,0
24824,1704461823140.625690,1,1,0
24825,1704461823150.626574,1,1,0
24826,1704461823160.628130,1,1,0
24827,1704461823170.627471,1,1,0
24828,1704461823180.626501,1,1,0
24829,1704461823190.626233,1,1,0
24830,1704461823200.626246,1,1,0
24831,1704461823210.627340,1,1,1
24832,1704461823220.627413,1,1,1
24833,1704461823230.627285,1,1,1
24834,1704461823240.638839,1,1,1
24835,1704461823250.694576,1,1,1
24836,1704461823260.741226,1,1,1
24837,1704461823270.803224,1,1,1
24838,1704461823280.987623,1,1,1
24839,1704461823290.739670,1,1,1
24840,1704461823300.628173,1,1,1
24841,1704461823310.629368,1,1,1
24842,1704461823320.630061,1,1,1
24843,1704461823330.628471,1,1,1
24844,1704461823340.643121,1,1,1
24845,1704461823350.629507,1,1,1
24846,1704461823360.631834,1,1,1
24847,1704461823370.629362,1,1,1
24848,1704461823380.641206,1,1,1
24849,1704461823390.692265,1,1,1
24850,1704461823400.745367,1,1,1
24851,1704461823410.804290,1,1,1
24852,1704461823420.660402,1,1,1
24853,1704461823430.711150,1,1,1
24854,1704461823440.765514,1,1,1
24855,1704461823450.636564,1,1,1
24856,1704461823460.636036,1,1,1
24857,1704461823470.630588,1,1,1
24858,1704461823480.631993,1,1,1
24859,1704461823490.632847,1,1,1
24860,1704461823500.633360,1,1,1
24861,1704461823510.632742,1,1,1
24862,1704461823520.632544,1,1,1
24863,1704461823530.632526,1,1,1
24864,1704461823540.696458,1,1,1
24865,1704461823550.750622,1,1,1
24866,1704461823560.801370,1,1,1
24867,1704461823570.660598,1,1,1
24868,1704461823580.715013,1,1,1
24869,1704461823590.781259,1,1,1
24870,1704461823600.827999,1,1,1
24871,1704461823610.633126,1,1,0
24872,1704461823620.633890,1,1,0
24873,1704461823630.634173,1,1,0
24874,1704461823640.634526,1,1,0
24875,1704461823650.634939,1,1,0
24876,1704461823660.657163,1,1,0
24877,1704461823670.672695,1,1,0
24878,1704461823680.716439,1,1,0
24879,1704461823690.769040,1,1,0
24880,1704461823700.636063,1,1,0
24881,1704461823710.697831,1,1,0
24882,1704461823720.748779,1,1,0
24883,1704461823730.812661,1,1,0
24884,1704461823740.636553,1,1,0
24885,1704461823750.634953,1,1,0
24886,1704461823760.648531,1,1,0
24887,1704461823770.638063,1,1,0
24888,1704461823780.636292,1,1,0
24889,1704461823790.636014,1,1,0
